Epoch 1, Batch 1, Embryo AAL839-6, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\AAL839-6\D2013.09.12_S0900_I132_WELL6_RUN1.jpeg
Epoch 1, Batch 257, Embryo RD167-7, Frame D2016.02.23_S1587_I132_WELL7_RUN240.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\RD167-7\D2016.02.23_S1587_I132_WELL7_RUN240.jpeg
Epoch 1, Batch 257, Embryo RD167-7, Frame D2016.02.23_S1587_I132_WELL7_RUN240.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\RD167-7\D2016.02.23_S1587_I132_WELL7_RUN240.jpeg
Epoch 1, Batch 257, Embryo RD167-7, Frame D2016.02.23_S1587_I132_WELL7_RUN240.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\RD167-7\D2016.02.23_S1587_I132_WELL7_RUN240.jpeg
Epoch 1, Batch 257, Embryo RD167-7, Frame D2016.02.23_S1587_I132_WELL7_RUN240.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\RD167-7\D2016.02.23_S1587_I132_WELL7_RUN240.jpeg
Epoch 1, Batch 258, Embryo PM273-6, Frame D2014.03.20_S1048_I132_WELL6_RUN408.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\PM273-6\D2014.03.20_S1048_I132_WELL6_RUN408.jpeg
Epoch 1, Batch 258, Embryo PM273-6, Frame D2014.03.20_S1048_I132_WELL6_RUN408.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\PM273-6\D2014.03.20_S1048_I132_WELL6_RUN408.jpeg
Epoch 1, Batch 258, Embryo PM273-6, Frame D2014.03.20_S1048_I132_WELL6_RUN408.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\PM273-6\D2014.03.20_S1048_I132_WELL6_RUN408.jpeg
Epoch 1, Batch 258, Embryo PM273-6, Frame D2014.03.20_S1048_I132_WELL6_RUN408.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\PM273-6\D2014.03.20_S1048_I132_WELL6_RUN408.jpeg
Epoch 1, Batch 258, Embryo PM273-6, Frame D2014.03.20_S1048_I132_WELL6_RUN408.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\PM273-6\D2014.03.20_S1048_I132_WELL6_RUN408.jpeg
Epoch 1, Batch 258, Embryo PM273-6, Frame D2014.03.20_S1048_I132_WELL6_RUN408.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\PM273-6\D2014.03.20_S1048_I132_WELL6_RUN408.jpeg
Epoch 1, Batch 258, Embryo PM273-6, Frame D2014.03.20_S1048_I132_WELL6_RUN408.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\PM273-6\D2014.03.20_S1048_I132_WELL6_RUN408.jpeg
Epoch 1, Batch 258, Embryo MA505-2, Frame D2016.06.01_S1664_I132_WELL2_RUN393.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\MA505-2\D2016.06.01_S1664_I132_WELL2_RUN393.jpeg
Epoch 1, Batch 258, Embryo MA505-2, Frame D2016.06.01_S1664_I132_WELL2_RUN393.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\MA505-2\D2016.06.01_S1664_I132_WELL2_RUN393.jpeg
Epoch 1, Batch 258, Embryo MA505-2, Frame D2016.06.01_S1664_I132_WELL2_RUN393.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\MA505-2\D2016.06.01_S1664_I132_WELL2_RUN393.jpeg
Epoch 1, Batch 258, Embryo MA505-2, Frame D2016.06.01_S1664_I132_WELL2_RUN393.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\MA505-2\D2016.06.01_S1664_I132_WELL2_RUN393.jpeg
Epoch 1, Batch 258, Embryo MA505-2, Frame D2016.06.01_S1664_I132_WELL2_RUN393.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\MA505-2\D2016.06.01_S1664_I132_WELL2_RUN393.jpeg
Epoch 1, Batch 258, Embryo MA505-2, Frame D2016.06.01_S1664_I132_WELL2_RUN393.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\MA505-2\D2016.06.01_S1664_I132_WELL2_RUN393.jpeg
Epoch 1, Batch 258, Embryo MA505-2, Frame D2016.06.01_S1664_I132_WELL2_RUN393.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\MA505-2\D2016.06.01_S1664_I132_WELL2_RUN393.jpeg
Epoch 1, Batch 258, Embryo SK902-6, Frame D2015.10.27_S0239_I647_WELL6_RUN529.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\SK902-6\D2015.10.27_S0239_I647_WELL6_RUN529.jpeg
Epoch 1, Batch 258, Embryo SK902-6, Frame D2015.10.27_S0239_I647_WELL6_RUN529.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\SK902-6\D2015.10.27_S0239_I647_WELL6_RUN529.jpeg
Epoch 1, Batch 258, Embryo SK902-6, Frame D2015.10.27_S0239_I647_WELL6_RUN529.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\SK902-6\D2015.10.27_S0239_I647_WELL6_RUN529.jpeg
Epoch 1, Batch 258, Embryo SK902-6, Frame D2015.10.27_S0239_I647_WELL6_RUN529.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\SK902-6\D2015.10.27_S0239_I647_WELL6_RUN529.jpeg
Epoch 1, Batch 258, Embryo SK902-6, Frame D2015.10.27_S0239_I647_WELL6_RUN529.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\SK902-6\D2015.10.27_S0239_I647_WELL6_RUN529.jpeg
Epoch 1, Batch 258, Embryo SK902-6, Frame D2015.10.27_S0239_I647_WELL6_RUN529.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\SK902-6\D2015.10.27_S0239_I647_WELL6_RUN529.jpeg
Epoch 1, Batch 258, Embryo SK902-6, Frame D2015.10.27_S0239_I647_WELL6_RUN529.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\SK902-6\D2015.10.27_S0239_I647_WELL6_RUN529.jpeg
Epoch 1, Batch 258, Embryo GC658-3, Frame D2016.07.15_S0447_I647_WELL3_RUN105.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\GC658-3\D2016.07.15_S0447_I647_WELL3_RUN105.jpeg
Epoch 1, Batch 258, Embryo GC658-3, Frame D2016.07.15_S0447_I647_WELL3_RUN105.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\GC658-3\D2016.07.15_S0447_I647_WELL3_RUN105.jpeg
Epoch 1, Batch 258, Embryo GC658-3, Frame D2016.07.15_S0447_I647_WELL3_RUN105.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\GC658-3\D2016.07.15_S0447_I647_WELL3_RUN105.jpeg
Epoch 1, Batch 258, Embryo GC658-3, Frame D2016.07.15_S0447_I647_WELL3_RUN105.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\GC658-3\D2016.07.15_S0447_I647_WELL3_RUN105.jpeg
Epoch 1, Batch 258, Embryo GC658-3, Frame D2016.07.15_S0447_I647_WELL3_RUN105.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\GC658-3\D2016.07.15_S0447_I647_WELL3_RUN105.jpeg
Epoch 1, Batch 258, Embryo GC658-3, Frame D2016.07.15_S0447_I647_WELL3_RUN105.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\GC658-3\D2016.07.15_S0447_I647_WELL3_RUN105.jpeg
Epoch 1, Batch 258, Embryo GC658-3, Frame D2016.07.15_S0447_I647_WELL3_RUN105.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\GC658-3\D2016.07.15_S0447_I647_WELL3_RUN105.jpeg
Epoch 1, Batch 258, Embryo LK584-3, Frame D2013.06.01_S0837_I132_WELL3_RUN541.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\LK584-3\D2013.06.01_S0837_I132_WELL3_RUN541.jpeg
Epoch 1, Batch 258, Embryo LK584-3, Frame D2013.06.01_S0837_I132_WELL3_RUN541.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\LK584-3\D2013.06.01_S0837_I132_WELL3_RUN541.jpeg
Epoch 1, Batch 258, Embryo LK584-3, Frame D2013.06.01_S0837_I132_WELL3_RUN541.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\LK584-3\D2013.06.01_S0837_I132_WELL3_RUN541.jpeg
Epoch 1, Batch 258, Embryo LK584-3, Frame D2013.06.01_S0837_I132_WELL3_RUN541.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\LK584-3\D2013.06.01_S0837_I132_WELL3_RUN541.jpeg
Epoch 1, Batch 258, Embryo LK584-3, Frame D2013.06.01_S0837_I132_WELL3_RUN541.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\LK584-3\D2013.06.01_S0837_I132_WELL3_RUN541.jpeg
Epoch 1, Batch 258, Embryo LK584-3, Frame D2013.06.01_S0837_I132_WELL3_RUN541.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\LK584-3\D2013.06.01_S0837_I132_WELL3_RUN541.jpeg
Epoch 1, Batch 258, Embryo LK584-3, Frame D2013.06.01_S0837_I132_WELL3_RUN541.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\LK584-3\D2013.06.01_S0837_I132_WELL3_RUN541.jpeg
Epoch 1, Batch 258, Embryo BG201-1, Frame D2013.02.22_S0745_I132_WELL1_RUN530.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\BG201-1\D2013.02.22_S0745_I132_WELL1_RUN530.jpeg
Epoch 1, Batch 258, Embryo BG201-1, Frame D2013.02.22_S0745_I132_WELL1_RUN530.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\BG201-1\D2013.02.22_S0745_I132_WELL1_RUN530.jpeg
Epoch 1, Batch 258, Embryo BG201-1, Frame D2013.02.22_S0745_I132_WELL1_RUN530.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\BG201-1\D2013.02.22_S0745_I132_WELL1_RUN530.jpeg
Epoch 1, Batch 258, Embryo BG201-1, Frame D2013.02.22_S0745_I132_WELL1_RUN530.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\BG201-1\D2013.02.22_S0745_I132_WELL1_RUN530.jpeg
Epoch 1, Batch 258, Embryo BG201-1, Frame D2013.02.22_S0745_I132_WELL1_RUN530.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\BG201-1\D2013.02.22_S0745_I132_WELL1_RUN530.jpeg
Epoch 1, Batch 258, Embryo BG201-1, Frame D2013.02.22_S0745_I132_WELL1_RUN530.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\BG201-1\D2013.02.22_S0745_I132_WELL1_RUN530.jpeg
Epoch 1, Batch 258, Embryo BG201-1, Frame D2013.02.22_S0745_I132_WELL1_RUN530.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\BG201-1\D2013.02.22_S0745_I132_WELL1_RUN530.jpeg
Epoch 1, Batch 258, Embryo BL418-7, Frame D2014.05.12_S1097_I132_WELL7_RUN60.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\BL418-7\D2014.05.12_S1097_I132_WELL7_RUN60.jpeg
Epoch 1, Batch 258, Embryo BL418-7, Frame D2014.05.12_S1097_I132_WELL7_RUN60.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\BL418-7\D2014.05.12_S1097_I132_WELL7_RUN60.jpeg
Epoch 1, Batch 258, Embryo BL418-7, Frame D2014.05.12_S1097_I132_WELL7_RUN60.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\BL418-7\D2014.05.12_S1097_I132_WELL7_RUN60.jpeg
Epoch 1, Batch 258, Embryo BL418-7, Frame D2014.05.12_S1097_I132_WELL7_RUN60.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\BL418-7\D2014.05.12_S1097_I132_WELL7_RUN60.jpeg
Epoch 1, Batch 258, Embryo BL418-7, Frame D2014.05.12_S1097_I132_WELL7_RUN60.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\BL418-7\D2014.05.12_S1097_I132_WELL7_RUN60.jpeg
Epoch 1, Batch 258, Embryo BL418-7, Frame D2014.05.12_S1097_I132_WELL7_RUN60.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\BL418-7\D2014.05.12_S1097_I132_WELL7_RUN60.jpeg
Epoch 1, Batch 258, Embryo BL418-7, Frame D2014.05.12_S1097_I132_WELL7_RUN60.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\BL418-7\D2014.05.12_S1097_I132_WELL7_RUN60.jpeg
Epoch 1, Batch 258, Embryo GJ191-1, Frame D2013.02.20_S0742_I132_WELL1_RUN242.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\GJ191-1\D2013.02.20_S0742_I132_WELL1_RUN242.jpeg
Epoch 1, Batch 258, Embryo GJ191-1, Frame D2013.02.20_S0742_I132_WELL1_RUN242.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\GJ191-1\D2013.02.20_S0742_I132_WELL1_RUN242.jpeg
Epoch 1, Batch 258, Embryo GJ191-1, Frame D2013.02.20_S0742_I132_WELL1_RUN242.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\GJ191-1\D2013.02.20_S0742_I132_WELL1_RUN242.jpeg
Epoch 1, Batch 258, Embryo GJ191-1, Frame D2013.02.20_S0742_I132_WELL1_RUN242.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\GJ191-1\D2013.02.20_S0742_I132_WELL1_RUN242.jpeg
Epoch 1, Batch 258, Embryo GJ191-1, Frame D2013.02.20_S0742_I132_WELL1_RUN242.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\GJ191-1\D2013.02.20_S0742_I132_WELL1_RUN242.jpeg
Epoch 1, Batch 258, Embryo GJ191-1, Frame D2013.02.20_S0742_I132_WELL1_RUN242.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\GJ191-1\D2013.02.20_S0742_I132_WELL1_RUN242.jpeg
Epoch 1, Batch 258, Embryo GJ191-1, Frame D2013.02.20_S0742_I132_WELL1_RUN242.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\GJ191-1\D2013.02.20_S0742_I132_WELL1_RUN242.jpeg
Epoch 1, Batch 259, Embryo OJ319-10, Frame D2015.04.08_S1364_I132_WELL10_RUN409.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\OJ319-10\D2015.04.08_S1364_I132_WELL10_RUN409.jpeg
Epoch 1, Batch 259, Embryo OJ319-10, Frame D2015.04.08_S1364_I132_WELL10_RUN409.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\OJ319-10\D2015.04.08_S1364_I132_WELL10_RUN409.jpeg
Epoch 1, Batch 259, Embryo OJ319-10, Frame D2015.04.08_S1364_I132_WELL10_RUN409.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\OJ319-10\D2015.04.08_S1364_I132_WELL10_RUN409.jpeg
Epoch 1, Batch 259, Embryo OJ319-10, Frame D2015.04.08_S1364_I132_WELL10_RUN409.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\OJ319-10\D2015.04.08_S1364_I132_WELL10_RUN409.jpeg
Epoch 1, Batch 259, Embryo OJ319-10, Frame D2015.04.08_S1364_I132_WELL10_RUN409.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\OJ319-10\D2015.04.08_S1364_I132_WELL10_RUN409.jpeg
Epoch 1, Batch 259, Embryo OJ319-10, Frame D2015.04.08_S1364_I132_WELL10_RUN409.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\OJ319-10\D2015.04.08_S1364_I132_WELL10_RUN409.jpeg
Epoch 1, Batch 259, Embryo OJ319-10, Frame D2015.04.08_S1364_I132_WELL10_RUN409.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\OJ319-10\D2015.04.08_S1364_I132_WELL10_RUN409.jpeg
Epoch 1, Batch 259, Embryo RBC697-1, Frame D2013.06.25_S0863_I132_WELL1_RUN360.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\RBC697-1\D2013.06.25_S0863_I132_WELL1_RUN360.jpeg
Epoch 1, Batch 259, Embryo RBC697-1, Frame D2013.06.25_S0863_I132_WELL1_RUN360.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\RBC697-1\D2013.06.25_S0863_I132_WELL1_RUN360.jpeg
Epoch 1, Batch 259, Embryo RBC697-1, Frame D2013.06.25_S0863_I132_WELL1_RUN360.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\RBC697-1\D2013.06.25_S0863_I132_WELL1_RUN360.jpeg
Epoch 1, Batch 259, Embryo RBC697-1, Frame D2013.06.25_S0863_I132_WELL1_RUN360.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\RBC697-1\D2013.06.25_S0863_I132_WELL1_RUN360.jpeg
Epoch 1, Batch 259, Embryo RBC697-1, Frame D2013.06.25_S0863_I132_WELL1_RUN360.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\RBC697-1\D2013.06.25_S0863_I132_WELL1_RUN360.jpeg
Epoch 1, Batch 259, Embryo RBC697-1, Frame D2013.06.25_S0863_I132_WELL1_RUN360.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\RBC697-1\D2013.06.25_S0863_I132_WELL1_RUN360.jpeg
Epoch 1, Batch 259, Embryo RBC697-1, Frame D2013.06.25_S0863_I132_WELL1_RUN360.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\RBC697-1\D2013.06.25_S0863_I132_WELL1_RUN360.jpeg
Epoch 1, Batch 259, Embryo MAS094-5, Frame D2016.02.03_S1571_I132_WELL5_RUN381.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\MAS094-5\D2016.02.03_S1571_I132_WELL5_RUN381.jpeg
Epoch 1, Batch 259, Embryo MAS094-5, Frame D2016.02.03_S1571_I132_WELL5_RUN381.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\MAS094-5\D2016.02.03_S1571_I132_WELL5_RUN381.jpeg
Epoch 1, Batch 259, Embryo MAS094-5, Frame D2016.02.03_S1571_I132_WELL5_RUN381.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\MAS094-5\D2016.02.03_S1571_I132_WELL5_RUN381.jpeg
Epoch 1, Batch 259, Embryo MAS094-5, Frame D2016.02.03_S1571_I132_WELL5_RUN381.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\MAS094-5\D2016.02.03_S1571_I132_WELL5_RUN381.jpeg
Epoch 1, Batch 259, Embryo MAS094-5, Frame D2016.02.03_S1571_I132_WELL5_RUN381.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\MAS094-5\D2016.02.03_S1571_I132_WELL5_RUN381.jpeg
Epoch 1, Batch 259, Embryo MAS094-5, Frame D2016.02.03_S1571_I132_WELL5_RUN381.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\MAS094-5\D2016.02.03_S1571_I132_WELL5_RUN381.jpeg
Epoch 1, Batch 259, Embryo MAS094-5, Frame D2016.02.03_S1571_I132_WELL5_RUN381.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\MAS094-5\D2016.02.03_S1571_I132_WELL5_RUN381.jpeg
Epoch 1, Batch 259, Embryo FD156-4, Frame D2015.02.20_S1321_I132_WELL4_RUN46.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\FD156-4\D2015.02.20_S1321_I132_WELL4_RUN46.jpeg
Epoch 1, Batch 259, Embryo FD156-4, Frame D2015.02.20_S1321_I132_WELL4_RUN46.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\FD156-4\D2015.02.20_S1321_I132_WELL4_RUN46.jpeg
Epoch 1, Batch 259, Embryo FD156-4, Frame D2015.02.20_S1321_I132_WELL4_RUN46.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\FD156-4\D2015.02.20_S1321_I132_WELL4_RUN46.jpeg
Epoch 1, Batch 259, Embryo FD156-4, Frame D2015.02.20_S1321_I132_WELL4_RUN46.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\FD156-4\D2015.02.20_S1321_I132_WELL4_RUN46.jpeg
Epoch 1, Batch 259, Embryo FD156-4, Frame D2015.02.20_S1321_I132_WELL4_RUN46.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\FD156-4\D2015.02.20_S1321_I132_WELL4_RUN46.jpeg
Epoch 1, Batch 259, Embryo FD156-4, Frame D2015.02.20_S1321_I132_WELL4_RUN46.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\FD156-4\D2015.02.20_S1321_I132_WELL4_RUN46.jpeg
Epoch 1, Batch 259, Embryo FD156-4, Frame D2015.02.20_S1321_I132_WELL4_RUN46.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\FD156-4\D2015.02.20_S1321_I132_WELL4_RUN46.jpeg
Epoch 1, Batch 259, Embryo TM294-2, Frame D2013.03.19_S0768_I132_WELL2_RUN171.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\TM294-2\D2013.03.19_S0768_I132_WELL2_RUN171.jpeg
Epoch 1, Batch 259, Embryo TM294-2, Frame D2013.03.19_S0768_I132_WELL2_RUN171.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\TM294-2\D2013.03.19_S0768_I132_WELL2_RUN171.jpeg
Epoch 1, Batch 259, Embryo TM294-2, Frame D2013.03.19_S0768_I132_WELL2_RUN171.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\TM294-2\D2013.03.19_S0768_I132_WELL2_RUN171.jpeg
Epoch 1, Batch 259, Embryo TM294-2, Frame D2013.03.19_S0768_I132_WELL2_RUN171.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\TM294-2\D2013.03.19_S0768_I132_WELL2_RUN171.jpeg
Epoch 1, Batch 259, Embryo TM294-2, Frame D2013.03.19_S0768_I132_WELL2_RUN171.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\TM294-2\D2013.03.19_S0768_I132_WELL2_RUN171.jpeg
Epoch 1, Batch 259, Embryo TM294-2, Frame D2013.03.19_S0768_I132_WELL2_RUN171.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\TM294-2\D2013.03.19_S0768_I132_WELL2_RUN171.jpeg
Epoch 1, Batch 259, Embryo TM294-2, Frame D2013.03.19_S0768_I132_WELL2_RUN171.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\TM294-2\D2013.03.19_S0768_I132_WELL2_RUN171.jpeg
Epoch 1, Batch 259, Embryo DHDPI042-8, Frame D2015.04.18_S1369_I132_WELL8_RUN100.jpeg, Focal plane embryo_dataset_F15: C:\Projects\Embryo\Dataset\embryo_dataset_F15\DHDPI042-8\D2015.04.18_S1369_I132_WELL8_RUN100.jpeg
Epoch 1, Batch 259, Embryo DHDPI042-8, Frame D2015.04.18_S1369_I132_WELL8_RUN100.jpeg, Focal plane embryo_dataset_F-15: C:\Projects\Embryo\Dataset\embryo_dataset_F-15\DHDPI042-8\D2015.04.18_S1369_I132_WELL8_RUN100.jpeg
Epoch 1, Batch 259, Embryo DHDPI042-8, Frame D2015.04.18_S1369_I132_WELL8_RUN100.jpeg, Focal plane embryo_dataset_F30: C:\Projects\Embryo\Dataset\embryo_dataset_F30\DHDPI042-8\D2015.04.18_S1369_I132_WELL8_RUN100.jpeg
Epoch 1, Batch 259, Embryo DHDPI042-8, Frame D2015.04.18_S1369_I132_WELL8_RUN100.jpeg, Focal plane embryo_dataset_F-30: C:\Projects\Embryo\Dataset\embryo_dataset_F-30\DHDPI042-8\D2015.04.18_S1369_I132_WELL8_RUN100.jpeg
Epoch 1, Batch 259, Embryo DHDPI042-8, Frame D2015.04.18_S1369_I132_WELL8_RUN100.jpeg, Focal plane embryo_dataset_F45: C:\Projects\Embryo\Dataset\embryo_dataset_F45\DHDPI042-8\D2015.04.18_S1369_I132_WELL8_RUN100.jpeg
Epoch 1, Batch 259, Embryo DHDPI042-8, Frame D2015.04.18_S1369_I132_WELL8_RUN100.jpeg, Focal plane embryo_dataset_F-45: C:\Projects\Embryo\Dataset\embryo_dataset_F-45\DHDPI042-8\D2015.04.18_S1369_I132_WELL8_RUN100.jpeg
Epoch 1, Batch 259, Embryo DHDPI042-8, Frame D2015.04.18_S1369_I132_WELL8_RUN100.jpeg, Ground truth: C:\Projects\Embryo\Dataset\embryo_dataset\DHDPI042-8\D2015.04.18_S1369_I132_WELL8_RUN100.jpeg
